Name,Location_x,MinPrice,MaxPrice,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,CP,Adresse,Award2,CLASSEMENT,NOM COMMERCIAL,ADRESSE,Location_y,TELEPHONE,COURRIEL,SITE INTERNET,CAPACITE D'ACCUEIL (PERSONNES),NOMBRE DE CHAMBRES,coordonnees,Nom du département,Nom de la région,CLASSEMENT2,tarif_hotel
Auberge de la Roche,Saint-jean-de-linières,24,55,Traditional Cuisine,-0.6579,47.45812,33241397221.0,https://guide.michelin.com/en/pays-de-la-loire/saint-jean-de-linires/restaurant/auberge-de-la-roche,http://www.auberge-de-la-roche.com/,Bib Gourmand,49070,10 route Nationale 23,0.5,3 étoiles,HÔTEL KYRIAD ANGERS OUEST BEAUCOUZÉ,8 Avenue Aliénor d'Aquitaine,Beaucouzé,0252570039,angers.beaucouze@kyriad.fr,http://www.kyriad.com/fr,110.0,54.0,"47.4624,-0.617072",MAINE-ET-LOIRE,PAYS DE LA LOIRE,3,216
Les 7,Tulle,35,44,Modern Cuisine,1.7724975,45.2692196,33544409489.0,https://guide.michelin.com/en/nouvelle-aquitaine/tulle/restaurant/les-7,http://restaurant-les7.fr/,Bib Gourmand,19000,32 quai Baluze,0.5,2 étoiles,HÔTEL DE LA GARE,23 AVENUE WINSTON CHURCHILL,Tulle,0555200404,hotel.de.la.gare.tulle@wanadoo.fr,http://www.hotelrestaurantdelagarefarjounel.com/,25.0,11.0,"45.25867,1.757471",CORREZE,NOUVELLE-AQUITAINE,2,100
Café de la Fontaine,La turbie,45,45,"Traditional Cuisine, Provençal",7.4002839,43.7455777,33493285279.0,https://guide.michelin.com/en/provence-alpes-cote-dazur/la-turbie/restaurant/cafe-de-la-fontaine,https://www.hostellerie-jerome.com/,Bib Gourmand,6320,4 avenue du Général-de-Gaulle,0.5,3 étoiles,HÔTEL NAPOLÉON,7 AVENUE DE LA VICTOIRE,La turbie,0493516266,le-napoleon@orange.fr,http://hotel-napoleon.com,54.0,24.0,"43.745489,7.399602",ALPES-MARITIMES,PROVENCE-ALPES-COTE D'AZUR,3,270
Fleur de Sel,Saint-georges-sur-cher,16,34,Modern Cuisine,1.1249775,47.3258479,33254933226.0,https://guide.michelin.com/en/centre-val-de-loire/saint-georges-sur-cher/restaurant/fleur-de-sel-1191650,https://www.fleurdesel41.com/,Bib Gourmand,41400,15 place Pierre-Fidèle-Bretonneau,0.5,4 étoiles,CAMPING COULEURS DU MONDE,1 rond point de Montparnasse,Faverolles-sur-cher,0254320608,touraine-vacances@wanadoo.fr,http://www.camping-couleurs-du-monde.com,,,"47.333676,1.18704",LOIR-ET-CHER,CENTRE-VAL DE LOIRE,4,606
La Maison de Kerdiès,Plougasnou,25,50,Traditional Cuisine,-3.845596,48.69053,33298724066.0,https://guide.michelin.com/en/bretagne/plougasnou/restaurant/la-maison-de-kerdies,https://maisonkerdies.com/,Bib Gourmand,29630,5 route de Perherel - à Saint-Samson,0.5,2 étoiles,CAMPING DE LA MER,Rue Karreg An Ty Primel-Trégastel,Plougasnou,0298723706,camping-plougasnou@orange.fr,http://campingprimel.jimdo.com,,,"48.711806,-3.812331",FINISTERE,BRETAGNE,2,145
Le Carré de l'Ange,Saint-lizier,25,69,Modern Cuisine,1.1373639,43.0027665,33561656565.0,https://guide.michelin.com/en/occitanie/saint-lizier/restaurant/le-carre-de-l-ange,https://www.lecarredelange.com/,Bib Gourmand,9190,Palais des Évêques,0.5,2 étoiles,HÔTEL HORIZON 117,Avenue Charles de Gaulle,Lorp-sentaraille,0561662680,contact@horizon117.fr,http://www.horizon117.com,57.0,22.0,"43.012044,1.114479",ARIEGE,OCCITANIE,2,147
En Cuisine,Brive-la-gaillarde,37,55,Modern Cuisine,1.5330328,45.1537272,33555749753.0,https://guide.michelin.com/en/nouvelle-aquitaine/brive-la-gaillarde/restaurant/en-cuisine,https://www.encuisine.net/,Bib Gourmand,19100,39 avenue Édouard-Herriot,0.5,3 étoiles,HÔTEL LE TEINCHURIER,7 avenue du teinchurier,Brive-la-gaillarde,0555864500,leteinchurier@wanadoo.fr,http://www.hotel-brive-la-gaillarde.com,80.0,40.0,"45.147099,1.480926",CORREZE,NOUVELLE-AQUITAINE,3,272
Le Bistrot de Berne,Lorgues,35,49,Traditional Cuisine,6.3658287,43.516077,33494604351.0,https://guide.michelin.com/en/provence-alpes-cote-dazur/lorgues/restaurant/le-bistrot-de-berne,https://www.chateauberne.com/,Bib Gourmand,83510,Chemin des Imberts,0.5,5 étoiles,CHÂTEAU DE BERNE,Chemin de Berne,Lorgues,0494604360,hotel@chateauberne.com,www.chateauberne.com,56.0,27.0,"43.504659,6.358041",VAR,PROVENCE-ALPES-COTE D'AZUR,5,1188
Julien,Fouday,32,68,Traditional Cuisine,7.18412,48.42262,33388973009.0,https://guide.michelin.com/en/grand-est/fouday/restaurant/julien,https://www.hoteljulien.fr/fr/,Bib Gourmand,67130,Route de Strasbourg,0.5,3 étoiles,HÔTEL LE TILLEUL BLEU,58 RUE DE ROTHAU,Wildersbach,0388970635,info@hotel-tilleul-bleu.com,http://WWW.HOTEL-TILLEUL-BLEU.COM,20.0,9.0,"48.43756,7.222779",BAS-RHIN,GRAND EST,3,240
Le Relais des Salines,Le grand-village-plage,33,43,Seafood,-1.2288191,45.8621099,33546758242.0,https://guide.michelin.com/en/nouvelle-aquitaine/le-grand-village-plage/restaurant/le-relais-des-salines,http://www.lerelaisdessalines.fr,Bib Gourmand,17370,Port-des-Salines,0.5,4 étoiles,HÔTEL NOVOTEL THALASSA OLÉRON SAINT TROJAN,PLAGE DE GATSEAU,Saint-trojan-les-bains,0546760246,H0417@ACCOR.COM,http://www.accorhotels.com/fr/hotel-0417-novotel-thalassa-oleron-saint-trojan/index.shtml#!,428.0,109.0,"45.826731,-1.209898",CHARENTE-MARITIME,NOUVELLE-AQUITAINE,4,311
L'Altévic,Hattstatt,24,95,Modern Cuisine,7.2976271,48.0074099,33389788356.0,https://guide.michelin.com/en/grand-est/hattstatt/restaurant/l-altevic,https://www.restaurant-laltevic.fr/,Bib Gourmand,68420,4 rue du Wiggensbach,0.5,3 étoiles,AUBERGE ALSACIENNE,12 grand rue,Eguisheim,0389415020,th-peter@orange.fr,http://www.auberge-alsacienne.net,141.0,19.0,"48.042225,7.309165",HAUT-RHIN,GRAND EST,3,187
La Table du Pouyaud,Champcevinel,35,78,Modern Cuisine,0.74974,45.212543,33553095332.0,https://guide.michelin.com/en/nouvelle-aquitaine/champcevinel/restaurant/la-table-du-pouyaud,https://www.table-pouyaud.com/,Bib Gourmand,24750,57 route de Paris,0.5,1 étoile,HÔTEL F1 PÉRIGUEUX BOULAZAC,"rue de Florence, Parc Hôtelier Agora",Boulazac,0891705352,h2227-re@accor.com,http://www.hotelf1.com/fr/home/index.shtml,130.0,63.0,"45.180982,0.762316",DORDOGNE,NOUVELLE-AQUITAINE,1,68
Le Balcon,Combeaufontaine,33,75,"Traditional Cuisine, Country cooking",5.8879472,47.7119734,33384921113.0,https://guide.michelin.com/en/bourgogne-franche-comte/combeaufontaine/restaurant/le-balcon,https://le-balcon-70.fr/,Bib Gourmand,70120,2 Grande-Rue,0.5,2 étoiles,CAMPING DU LAC,route nationale 19,Preigney,0666725450,waucquierchristi@aol.com,www.lecampingdulac.fr,,,"47.728914,5.817039",HAUTE-SAONE,BOURGOGNE-FRANCHE-COMTE,2,144
Téjérina - Hôtel de la Place,Polliat,25,58,Traditional Cuisine,5.12659,46.24887,33474304019.0,https://guide.michelin.com/en/auvergne-rhone-alpes/polliat/restaurant/tejerina-hotel-de-la-place,https://www.restaurant-tejerina-logis.fr/,Bib Gourmand,1310,51 place de la Mairie,0.5,2 étoiles,HÔTEL DE LA PLACE RESTAURANT TÉJÉRINA,51 place de la mairie,Polliat,0474304019,hoteldelaplace@orange.fr,www.restaurant-tejerina-logis.fr,21.0,7.0,"46.248691,5.126684",AIN,AUVERGNE-RHONE-ALPES,2,108
C'la Vie,Orsan,24,42,Modern Cuisine,4.6653987,44.1297774,33466392915.0,https://guide.michelin.com/en/occitanie/orsan/restaurant/c-la-vie,https://restaurant-clavie.fr/,Bib Gourmand,30200,12 avenue du Jasset,0.5,3 étoiles,CAMPING LA COQUILLE,route de Carmignan,Bagnols-sur-cèze,0466890305,campinglacoquille@wanadoo.fr,http://www.campinglacoquille.com,,,"44.16354,4.649079",GARD,OCCITANIE,3,183
Épices et Tout,Alès,21,40,Modern Cuisine,4.0825847,44.1212885,33466524379.0,https://guide.michelin.com/en/occitanie/als/restaurant/epices-et-tout,https://www.epicesettout.fr/,Bib Gourmand,30100,15 avenue Carnot,0.5,2 étoiles,ALÈS HÔTEL ORLY,10 RUE D'AVEJAN,Alès,0466913000,contact@orly-hotel.com,http://www.orly-hotel.com,57.0,28.0,"44.123968,4.079425",GARD,OCCITANIE,2,121
L'Angle Saint-Laurent,Bayeux,25,59,Modern Cuisine,-0.7008366,49.2776278,33231920301.0,https://guide.michelin.com/en/normandie/bayeux/restaurant/l-angle-saint-laurent,https://www.langlesaintlaurent.com/,Bib Gourmand,14400,2 rue des Bouchers,0.5,3 étoiles,HÔTEL LE BAYEUX,9 RUE TARDIF,Bayeux,0231927008,reception@hotellebayeux.com,http://www.hotellebayeux.com/,60.0,30.0,"49.274122,-0.70439",CALVADOS,NORMANDIE,3,259
La Vieille Forge,Kaysersberg,33,84,"Modern Cuisine, Traditional Cuisine",7.2625154,48.1386391,33389471751.0,https://guide.michelin.com/en/grand-est/kaysersberg/restaurant/la-vieille-forge3949,https://vieilleforge-kb.com/,Bib Gourmand,68240,1 rue des Écoles,0.5,2 étoiles,HÔTEL RESTAURANT HASSENFORDER,129 rue du général De Gaulle,Kaysersberg,0389471354,rception@roger-hassenforder.com,www.roger-hassenforder.com,28.0,14.0,"48.140587,7.259418",HAUT-RHIN,GRAND EST,2,132
Bistrot du Pollet,Dieppe,32,45,"Seafood, Traditional Cuisine",1.083655,49.927124,33235846857.0,https://guide.michelin.com/en/normandie/dieppe/restaurant/bistrot-du-pollet,https://le-bistrot-du-pollet.zenchef.com/,Bib Gourmand,76200,23 rue Tête-de-Bœuf,0.5,3 étoiles,BRIT HÔTEL DIEPPE,3 RUE JACQUES MONOD,Dieppe,0235405056,DIEPPE@BRITHOTEL.FR,http://hotel-dieppe.brithotel.fr/,102.0,49.0,"49.925249,1.076967",SEINE-MARITIME,NORMANDIE,3,263
So,Dijon,20,40,Modern Cuisine,5.0410635,47.3196734,33380300385.0,https://guide.michelin.com/en/bourgogne-franche-comte/dijon/restaurant/so,,Bib Gourmand,21000,15 rue Amiral-Roussin,0.5,4 étoiles,HÔTEL RÉSIDENCE DU PRÉ AUX CLERCS,3 rue du Palais,Dijon,0380380505,contact@jeanpierrebilloux.com,http://www.jeanpierrebilloux.com,12.0,5.0,"47.320714,5.041613",COTE-D'OR,BOURGOGNE-FRANCHE-COMTE,4,308
La Beaugravière,Mondragon,20,150,Traditional Cuisine,4.7121761,44.243922,33490408254.0,https://guide.michelin.com/en/provence-alpes-cote-dazur/mondragon/restaurant/la-beaugraviere,https://www.beaugraviere.com/fr/,Bib Gourmand,84430,214 avenue du Pont-Neuf (N7),0.5,3 étoiles,CAMPING LA PINÈDE EN PROVENCE,QUARTIER LA MARESQUE,Mondragon,0490408298,contact@camping-pinede-provence.com,http://www.camping-pinede-provence.com,,,"44.243504,4.733132",VAUCLUSE,PROVENCE-ALPES-COTE D'AZUR,3,239
Le Flaveur,Concarneau,26,80,Modern Cuisine,-3.9168,47.8693708,33298604347.0,https://guide.michelin.com/en/bretagne/concarneau/restaurant/le-flaveur,,Bib Gourmand,29900,4 rue Duquesne,0.5,2 étoiles,CAMPING DE LOCHRIST,route de Quimper,Concarneau,0298972595,info@campingdelochrist.com,www.campingdelochrist.com,,,"47.887275,-3.919524",FINISTERE,BRETAGNE,2,110
Le Tire Bouchon,Lorient,23,72,Traditional Cuisine,-3.3579756,47.7486582,33297847192.0,https://guide.michelin.com/en/bretagne/lorient/restaurant/le-tire-bouchon,https://restaurantalorient.com/,Bib Gourmand,56100,45 rue Jules-le-Grand,0.5,2 étoiles,CENTRAL HÔTEL,1 Rue Cambry,Lorient,0297211652,centralhotel.lorient@orange.fr,http://centralhotellorient.com,45.0,21.0,"47.747408,-3.363415",MORBIHAN,BRETAGNE,2,105
L'Agape,Avignon,29,75,Modern Cuisine,4.8078128,43.9445551,33490850406.0,https://guide.michelin.com/en/provence-alpes-cote-dazur/avignon/restaurant/l-agape,http://www.restaurant-agape-avignon.com/fr/,Bib Gourmand,84000,21 place des Corps-Saints,0.5,5 étoiles,HÔTEL LA MIRANDE,4 Place de l'Amirande,Avignon,0490142020,info@la-mirande.fr,http://www.la-mirande.fr/,65.0,27.0,"43.950097,4.807666",VAUCLUSE,PROVENCE-ALPES-COTE D'AZUR,5,1120
Le Petit St-Thomas,La garnache,33,65,Modern Cuisine,-1.8336135,46.889416,33251490599.0,https://guide.michelin.com/en/pays-de-la-loire/la-garnache/restaurant/le-petit-st-thomas,https://www.restaurant-petit-st-thomas.com/,Bib Gourmand,85710,25 rue de Lattre-de-Tassigny,0.5,3 étoiles,CAMPING LE BOIS JOLI,2 RUE DE CHATEAUNEUF,Bois-de-céné,0251682005,contact@camping-leboisjoli.com,http://www.camping-leboisjoli.com,,,"46.933753,-1.887598",VENDEE,PAYS DE LA LOIRE,3,275
DZ'envies,Dijon,23,54,Modern Cuisine,5.0394574,47.3237399,33380500926.0,https://guide.michelin.com/en/bourgogne-franche-comte/dijon/restaurant/dz-envies,https://dzenvies.com/,Bib Gourmand,21000,12 rue Odebert,0.5,4 étoiles,HÔTEL RÉSIDENCE DU PRÉ AUX CLERCS,3 rue du Palais,Dijon,0380380505,contact@jeanpierrebilloux.com,http://www.jeanpierrebilloux.com,12.0,5.0,"47.320714,5.041613",COTE-D'OR,BOURGOGNE-FRANCHE-COMTE,4,654
Le Terminus,Cruzy,40,68,Traditional Cuisine,2.95401,43.35137,33467897126.0,https://guide.michelin.com/en/occitanie/cruzy/restaurant/le-terminus,https://restaurantleterminus.com/,Bib Gourmand,34310,Avenue de la Gare,0.5,2 étoiles,CAMPING MUNICIPAL DE TOUNEL,RUE GEORGES BRASSENS,Capestang,0467933423,oacinfocapestang@orange.fr,http://www.ville-capestang.fr,,,"43.327939,3.037501",HERAULT,OCCITANIE,2,134
Le Bouchon Bourguignon,Tournus,28,67,Regional Cuisine,4.908016,46.565698,33385511352.0,https://guide.michelin.com/en/bourgogne-franche-comte/tournus/restaurant/le-bouchon-bourguignon,https://www.restaurant-greuze.fr/fr/,Bib Gourmand,71700,1 rue Albert-Thibaudet,0.5,2 étoiles,HÔTEL LA MIRANDOLE,AVENUE DU CLOS MOURON,Tournus,03 85 51 23 86,hotel.lamirandole@orange.fr,http://www.hotel-mirandole.com/,50.0,20.0,"46.572427,4.904302",SAONE-ET-LOIRE,BOURGOGNE-FRANCHE-COMTE,2,107
Le Tiroir,Lyon,25,49,Modern Cuisine,4.8070854,45.7744378,33478647596.0,https://guide.michelin.com/en/auvergne-rhone-alpes/lyon/restaurant/le-tiroir,https://restaurant-letiroir.fr/,Bib Gourmand,69009,20 Grande Rue de Vaise,0.5,3 étoiles,HÔTEL LYON - OUEST,50 quai Paul Sedallian,Lyon,0472660101,reception@hotellyonouest.com,www.hotellyonouest.com,204.0,102.0,"45.788478,4.815236",RHONE,AUVERGNE-RHONE-ALPES,3,176
Chez Mon Jules,Vesc,47,59,Country cooking,5.151026,44.521423,33475042074.0,https://guide.michelin.com/en/auvergne-rhone-alpes/vesc/restaurant/chez-mon-jules,https://www.chezmonjules.fr/,Bib Gourmand,26220,5 rue Étienne-de-Vesc,0.5,2 étoiles,AUBERGE DE L'ESCARGOT D'OR,route de nyons,Dieulefit,0475464052,l.escargot.or@wanadoo.fr,www.auberge-escargot-or.com,33.0,15.0,"44.515542,5.087406",DROME,AUVERGNE-RHONE-ALPES,2,149
Sauf Imprévu,Lyon,27,32,Market Cuisine,4.8434583,45.7651808,33478521635.0,https://guide.michelin.com/en/auvergne-rhone-alpes/lyon/restaurant/sauf-imprevu,,Bib Gourmand,69006,40 rue Pierre-Corneille,0.5,3 étoiles,HÔTEL AU PATIO MORAND,99 rue de créqui,Lyon,0478526262,accueil@hotel-morand.fr,http://www.hotel-morand.fr,51.0,31.0,"45.768388,4.846233",RHONE,AUVERGNE-RHONE-ALPES,3,289
Relais de l'Abbaye,Charlieu,26,92,Modern Cuisine,4.173191,46.1557916,33477600088.0,https://guide.michelin.com/en/auvergne-rhone-alpes/charlieu/restaurant/relais-de-l-abbaye,https://www.relais-abbaye.fr/,Bib Gourmand,42190,415 route du Beaujolais,0.5,3 étoiles,HÔTEL RELAIS DE L'ABBAYE,415 ROUTE DU BEAUJOLAIS,Charlieu,0477600088,contact@relais-abbaye.com,http://www.relais-abbaye.fr/,64.0,29.0,"46.156003,4.168033",LOIRE,AUVERGNE-RHONE-ALPES,3,241
La Gare,Ploubalay,24,70,Traditional Cuisine,-2.1445203,48.5802845,33296272516.0,https://guide.michelin.com/en/bretagne/ploubalay/restaurant/restaurant-de-la-gare,https://www.restaurant-la-gare-ploubalay.com/,Bib Gourmand,22650,"4 rue des Ormelets, à Beaussais-sur-Mer",0.5,1 étoile,VILLAGE DE YOURTES,LE BOURG,Plessix-balisson,0688452967,contact@villagedeyourtes.com,www.villagedeyourtes.com,,,"48.537622,-2.142035",COTES-D'ARMOR,BRETAGNE,1,57
L'Écureuil,Clermont-ferrand,18,51,Modern Cuisine,3.0804584,45.7789926,33473378386.0,https://guide.michelin.com/en/auvergne-rhone-alpes/clermont-ferrand/restaurant/l-ecureuil,https://ecureuil-restaurant.com,Bib Gourmand,63000,18 rue Saint-Adjutor,0.5,2 étoiles,HÔTEL LUNE ÉTOILE,89 boulevard gustave flaubert,Clermont-ferrand,0473986868,contact@hotel-lune-etoile.com,http://www.hotel-lune-etoile.com/,96.0,45.0,"45.767566,3.125043",PUY-DE-DOME,AUVERGNE-RHONE-ALPES,2,131
Le Grapiot,Pupillin,39,62,Modern Cuisine,5.76026,46.88357,33384374944.0,https://guide.michelin.com/en/bourgogne-franche-comte/pupillin/restaurant/le-grapiot,https://legrapiot.com/fr/,Bib Gourmand,39600,3 rue Bagier,0.5,3 étoiles,HÔTEL RESTAURANT CASTEL DAMANDRE,18 Rue de la Cascade,Les planches-près-arbois,0384660817,hotel@casteldamandre.com,www.casteldamandre.com,50.0,22.0,"46.875964,5.805",JURA,BOURGOGNE-FRANCHE-COMTE,3,295
Pierre & Jean,Chagny,35,52,Modern Cuisine,4.7533235,46.9076462,33385870867.0,https://guide.michelin.com/en/bourgogne-franche-comte/chagny/restaurant/pierre-jean,https://www.pierrejean-restaurant.fr/,Bib Gourmand,71150,2 rue de la Poste,0.5,3 étoiles,HÔTEL LE CHAGNY,chemin des petites champagnes,Chagny,0385876767,reservation@hotel-le-chagny.fr,http://www.hotel-bourgogne-lechagny.com/,48.0,20.0,"46.896536,4.760806",SAONE-ET-LOIRE,BOURGOGNE-FRANCHE-COMTE,3,201
U Licettu,Cuttoli,44,44,Traditional Cuisine,8.8458305,41.9639362,33495256157.0,https://guide.michelin.com/en/corse/cuttoli/restaurant/u-licettu,https://www.u-licettu.com/,Bib Gourmand,20167,Plaine de Cuttoli,0.5,2 étoiles,HÔTEL RIVIERA,roue de sagone,Alata,0495729003,hotelriviera-alata@orange.fr,www.hotelriviera-alata.com,46.0,21.0,,,,2,131
Arbequina,Thuir,19,48,Modern Cuisine,2.756809,42.6329065,33468344664.0,https://guide.michelin.com/en/occitanie/thuir/restaurant/arbequina465614,https://www.arbequina-restaurant.com/,Bib Gourmand,66300,21 rue de la République,0.5,4 étoiles,CASA 9 HÔTEL,mas petit,Thuir,0778805435,contact@casa9hotel.fr,http://www.casa9hotel.fr/,22.0,9.0,"42.639005,2.727038",PYRENEES-ORIENTALES,OCCITANIE,4,695
La Table d'Élise,L'herbaudière,30,44,"Seafood, Modern Cuisine",-2.298846,47.0236705,33228106835.0,https://guide.michelin.com/en/pays-de-la-loire/l-herbaudire/restaurant/la-table-d-elise,https://www.alexandrecouillon.com/fr/,Bib Gourmand,85330,5 rue Marie-Lemonnier,0.5,3 étoiles,HÔTEL SAINT-PAUL,15 avenue du Maréchal Foch,Noirmoutier-en-l'île,0251390563,contact@hotel-saint-paul.net,http://hotel-saint-paul.net,79.0,32.0,"47.011021,-2.22655",VENDEE,PAYS DE LA LOIRE,3,278
Comptoir Breizh Café,Saint-malo,35,35,Breton,-2.0251233,48.6479451,33299569608.0,https://guide.michelin.com/en/bretagne/saint-malo/restaurant/le-comptoir-breizh-cafe,https://www.breizhcafe.com/,Bib Gourmand,35400,6 rue de l'Orme,0.5,2 étoiles,HÔTEL ALPHA-OCEAN,93 Bd de Rochebonne,Saint-malo,0299564848,hotel-alpha-ocean@wanadoo.fr,www.hotel-alpha-ocean.com,52.0,23.0,"48.663394,-1.989443",ILLE-ET-VILAINE,BRETAGNE,2,121
Les Mets d'Adélaïde,Castres,41,51,Modern Cuisine,2.2726178,43.6324663,33563357842.0,https://guide.michelin.com/en/occitanie/castres/restaurant/les-mets-d-adelaide,http://www.lesmetsdadelaide.fr,Bib Gourmand,81100,28 avenue Georges-Alquier-Les Salvages,0.5,3 étoiles,HÔTEL IBIS STYLES CASTRES,29 rue jean Souterene,Castres,0563354000,HA4C1@ACCOR.COM,http://www.accorhotels.com/fr/hotel-A4C1-ibis-styles-castres-opening-november-2016/index.shtml,105.0,45.0,"43.591311,2.266865",TARN,OCCITANIE,3,197
Au Pont du Corbeau,Strasbourg,21,43,Alsatian,7.750496,48.5791113,33388356068.0,https://guide.michelin.com/en/grand-est/strasbourg/restaurant/au-pont-du-corbeau,http://www.aupontcorbeau.fr/,Bib Gourmand,67000,21 quai Saint-Nicolas,0.5,3 étoiles,HÔTEL ROYAL LUTETIA,2 bis rue du Général Rapp,Strasbourg,0388352045,accueil@royal-lutetia.fr,http://www.royal-lutetia.fr,99.0,39.0,"48.589756,7.751631",BAS-RHIN,GRAND EST,3,219
La Taverne Alsacienne,Ingersheim,20,64,"Traditional Cuisine, Alsatian",7.304982,48.0953736,33389270841.0,https://guide.michelin.com/en/grand-est/ingersheim/restaurant/la-taverne-alsacienne,http://www.tavernealsacienne-familleguggenbuhl.com/,Bib Gourmand,68040,99 rue de la République,0.5,4 étoiles,ZENITUDE LES RIVES DE LA FECHT,18 quai de la Fecht,Ingersheim,0389803520,colmar@zenitude-groupe.com,www.zenitude-hotel-residences.com,422.0,,"48.099827,7.311553",HAUT-RHIN,GRAND EST,4,614
Les Arômes,Gémenos,35,56,Market Cuisine,5.6158577,43.3030826,33980730660.0,https://guide.michelin.com/en/provence-alpes-cote-dazur/gmenos/restaurant/les-aromes,https://www.lesaromesgemenos.fr/,Bib Gourmand,13420,230 avenue du 2ème-Cuirassier,0.5,2 étoiles,CAMPING LA BERGERIE,100 chemin des graviers,Gémenos,0666002900,campinglabergerie@wanadoo.fr,http://campings-terrain-camping-hotel-mobilhome.camping-labergerie-gemenos.com/,,,"43.290979,5.620779",BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE D'AZUR,2,104
Restaurant du Dauphin,La ferté-bernard,24,60,Modern Cuisine,0.650735,48.18641,33243930039.0,https://guide.michelin.com/en/pays-de-la-loire/la-fert-bernard/restaurant/restaurant-du-dauphin,https://www.restaurant-du-dauphin.com/,Bib Gourmand,72400,3 rue d'Huisne,0.5,3 étoiles,HÔTEL BALLADINS,route départementale 1,Cherré,0243604040,lafertebernard@balladins.com,-,128.0,50.0,,,,3,243
Le Quai,Tain-l'hermitage,24,60,Traditional Cuisine,4.8358064,45.0695415,33475070590.0,https://guide.michelin.com/en/auvergne-rhone-alpes/tain-l-hermitage/restaurant/le-quai,https://www.chabran.com/fr/,Bib Gourmand,26600,17 rue Joseph-Peala,0.5,2 étoiles,LA BATIDA DE COCO,Route de Lyon,Pont-de-l'isère,0475846686,la.batida.de.coco@orange.fr,www.hotel-batida.fr,42.0,18.0,"45.014906,4.869137",DROME,AUVERGNE-RHONE-ALPES,2,106
Auberge La Gaillotière,Château-thébaud,20,33,Traditional Cuisine,-1.43327,47.13114,33228213116.0,https://guide.michelin.com/en/pays-de-la-loire/chteau-thbaud/restaurant/auberge-la-gaillotiere,https://auberge-la-gaillotiere.fr/,Bib Gourmand,44690,Lieu-dit La Gaillotière,0.5,1 étoile,CAP WEST LA HAYE-FOUASSIERE 2,16 rue du Pâtis,La haye-fouassière,02.72.65.65.67,fouassiere2@capwestresidence.fr,www.capwestresidence.fr,172.0,,"47.170725,-1.39327",LOIRE-ATLANTIQUE,PAYS DE LA LOIRE,1,63
Les Flots,Châtelaillon-plage,32,60,Modern Cuisine,-1.0934672,46.0750236,33546562342.0,https://guide.michelin.com/en/nouvelle-aquitaine/chtelaillon-plage/restaurant/les-flots,https://les-flots.fr/,Bib Gourmand,17340,52 boulevard de la Mer,0.5,3 étoiles,CAMPING AU PORT PUNAY,Allée Benard Moreau les Boucholeurs,Châtelaillon-plage,0517810000,contact@camping-port-punay.com,http://www.camping-port-punay.com,,,"46.054369,-1.08381",CHARENTE-MARITIME,NOUVELLE-AQUITAINE,3,158
Le Cygne,Gundershoffen,34,58,Modern Cuisine,7.6590408,48.9066307,33388729643.0,https://guide.michelin.com/en/grand-est/gundershoffen/restaurant/le-cygne,http://www.aucygne.fr/fr/,Bib Gourmand,67110,35 Grande-Rue,0.5,2 étoiles,HÔTEL RESTAURANT SCHWARZBACH,18 Route de Sturzelbronn,Neunhoffen-dambach,0388092044,rest.schwarzbach@wanadoo.fr,http://rest.schwarzbach.free.fr,7.0,7.0,"49.016121,7.62149",BAS-RHIN,GRAND EST,2,138
L'Assiette au Jardin,Noirmoutier-en-l'île,35,50,Modern Cuisine,-2.2426451,47.0007779,33251549395.0,https://guide.michelin.com/en/pays-de-la-loire/noirmoutier-en-l-le/restaurant/l-assiette-au-jardin,https://lassietteaujardin.fr/,Bib Gourmand,85330,9 rue du Robinet,0.5,3 étoiles,HÔTEL SAINT-PAUL,15 avenue du Maréchal Foch,Noirmoutier-en-l'île,0251390563,contact@hotel-saint-paul.net,http://hotel-saint-paul.net,79.0,32.0,"47.011021,-2.22655",VENDEE,PAYS DE LA LOIRE,3,197
Auberge La Baquère,Préneron,34,50,Traditional Cuisine,0.2525508,43.732968,33562064275.0,https://guide.michelin.com/en/occitanie/prneron/restaurant/auberge-la-baquere,https://www.aubergelabaquere.com/,Bib Gourmand,32190,Lieu-dit la Baquère,0.5,1 étoile,HÔTEL RESTAURANT LE D'ARTAGNAN,Place de la Mairie,Vic-fezensac,0562063137,ledartagnan32@orange.fr,-,19.0,9.0,"43.75878,0.302005",GERS,OCCITANIE,1,73
Ô Moulin,Carsac-aillac,35,73,Modern Cuisine,1.2729812,44.8408811,33553301355.0,https://guide.michelin.com/en/nouvelle-aquitaine/carsac-aillac/restaurant/o-moulin,https://www.latabledumoulin.com/,Bib Gourmand,24200,1 place Martin-Dolt,0.5,5 étoiles,LE MOULIN DU ROCH,Route des Eyzies,Saint-andré-d'allas,0553592027,moulin.du.roch@wanadoo.fr,http://www.moulin-du-roch.com,,,"44.905673,1.121944",DORDOGNE,NOUVELLE-AQUITAINE,5,1302
